year,food_code,mod_code,method,method_description,nhanes,price_100gm
2011/2012,51184030,0,1,Links to FNDDS,NA,0.786604
2011/2012,51185000,0,2,Links to altEC,NA,0.638183
2011/2012,51186010,0,1,Links to FNDDS,NA,0.608172
2011/2012,51188500,0,1,Links to FNDDS,NA,5.728603
2011/2012,51201010,0,2,Links to altEC,NA,0.40709
2011/2012,51201020,0,2,Links to altEC,NA,0.40709
2011/2012,51202000,0,1,Links to FNDDS,NA,0.716294
2011/2012,51207010,0,2,Links to altEC,NA,0.633273
2011/2012,51208000,0,1,Links to FNDDS,NA,0.558595
2011/2012,51208100,0,2,Links to altEC,NA,0.558595
2011/2012,51300050,0,1,Links to FNDDS,NA,0.36002
2011/2012,51300060,0,2,Links to altEC,NA,0.36002
2011/2012,51300110,0,2,Links to altEC,NA,0.537978
2011/2012,51300120,0,2,Links to altEC,NA,0.537978
2011/2012,51300140,0,2,Links to altEC,NA,0.407382
2011/2012,51300175,0,2,Links to altEC,NA,0.649812
2011/2012,51300180,0,4,FNDDS recipe with modified SR codes,NA,0.31733
2011/2012,51300210,0,1,Links to FNDDS,NA,NA
2011/2012,51301010,0,2,Links to altEC,NA,0.330711
2011/2012,51301020,0,2,Links to altEC,NA,0.330711
2011/2012,51301040,0,2,Links to altEC,NA,0.330711
2011/2012,51301050,0,2,Links to altEC,NA,0.330711
2011/2012,51301120,0,1,Links to FNDDS,NA,0.835394
2011/2012,51301510,0,1,Links to FNDDS,NA,0.59277
2011/2012,51301540,0,2,Links to altEC,NA,0.299416
2011/2012,51301600,0,2,Links to altEC,NA,0.582369
2011/2012,51301620,0,2,Links to altEC,NA,0.835958
2011/2012,51301630,0,2,Links to altEC,NA,1.360358
2011/2012,51301700,0,1,Links to FNDDS,NA,0.486835
2011/2012,51301750,0,1,Links to FNDDS,NA,0.579018
2011/2012,51301800,0,2,Links to altEC,NA,0.486835
2011/2012,51301820,0,1,Links to FNDDS,NA,0.291238
2011/2012,51303010,0,1,Links to FNDDS,NA,0.660634
2011/2012,51303030,0,1,Links to FNDDS,NA,0.742213
2011/2012,51303050,0,1,Links to FNDDS,NA,0.795571
2011/2012,51320010,0,1,Links to FNDDS,NA,0.680918
2011/2012,51320500,0,1,Links to FNDDS,NA,0.719392
2011/2012,51401010,0,2,Links to altEC,NA,0.59982
2011/2012,51401020,0,2,Links to altEC,NA,0.59982
2011/2012,51401030,0,2,Links to altEC,NA,0.672278
2011/2012,51404010,0,1,Links to FNDDS,NA,0.663371
2011/2012,51404500,0,1,Links to FNDDS,NA,0.347322
2011/2012,51407010,0,1,Links to FNDDS,NA,0.828637
2011/2012,51420000,0,1,Links to FNDDS,NA,0.830994
2011/2012,51421000,0,1,Links to FNDDS,NA,0.936462
2011/2012,51501010,0,2,Links to altEC,NA,0.449122
2011/2012,51501040,0,1,Links to FNDDS,NA,0.415095
2011/2012,51502010,0,1,Links to FNDDS,NA,1.102312
2011/2012,51601010,0,2,Links to altEC,NA,0.477391
2011/2012,51601020,0,2,Links to altEC,NA,0.477391
2011/2012,51601210,0,1,Links to FNDDS,NA,0.951963
2011/2012,51602010,0,1,Links to FNDDS,NA,0.562995
2011/2012,51620000,0,1,Links to FNDDS,NA,0.764884
2011/2012,51630000,0,1,Links to FNDDS,NA,0.44063
2011/2012,51630100,0,2,Links to altEC,NA,0.486835
2011/2012,51630200,0,1,Links to FNDDS,NA,0.743164
2011/2012,51805010,0,1,Links to FNDDS,NA,0.611071
2011/2012,51806010,0,1,Links to FNDDS,NA,0.918924
2011/2012,51807000,0,1,Links to FNDDS,NA,1.180924
2011/2012,51808000,0,1,Links to FNDDS,NA,0.99847
2011/2012,52101000,0,2,Links to altEC,NA,0.382492
2011/2012,52102040,0,1,Links to FNDDS,NA,0.3671
2011/2012,52103000,0,2,Links to altEC,NA,0.382492
2011/2012,52104010,0,2,Links to altEC,NA,0.382492
2011/2012,52104040,0,2,Links to altEC,NA,NA
2011/2012,52104100,0,1,Links to FNDDS,NA,0.483371
2011/2012,52105100,0,1,Links to FNDDS,NA,0.723384
2011/2012,52105200,0,1,Links to FNDDS,NA,1.086811
2011/2012,52201000,0,1,Links to FNDDS,NA,0.823954
2011/2012,52202060,0,2,Links to altEC,NA,0.823954
2011/2012,52204000,0,1,Links to FNDDS,NA,0.750323
2011/2012,52206010,0,1,Links to FNDDS,NA,0.741697
2011/2012,52209010,0,1,Links to FNDDS,NA,0.511062
2011/2012,52215000,0,2,Links to altEC,NA,0.754369
2011/2012,52215100,0,2,Links to altEC,NA,0.406347
2011/2012,52215200,0,2,Links to altEC,NA,0.427099
2011/2012,52215260,0,2,Links to altEC,NA,0.642018
2011/2012,52215300,0,1,Links to FNDDS,NA,NA
2011/2012,52215350,0,2,Links to altEC,NA,0.446726
2011/2012,52301000,0,1,Links to FNDDS,NA,0.714068
2011/2012,52302010,0,1,Links to FNDDS,NA,0.986014
2011/2012,52302020,0,2,Links to altEC,NA,0.986014
2011/2012,52302500,0,1,Links to FNDDS,NA,1.078528
2011/2012,52302600,0,1,Links to FNDDS,NA,1.480684
2011/2012,52303010,0,1,Links to FNDDS,NA,1.182538
2011/2012,52304000,0,1,Links to FNDDS,NA,0.833579
2011/2012,52304010,0,1,Links to FNDDS,NA,0.980127
2011/2012,52304040,0,1,Links to FNDDS,NA,0.435664
2011/2012,52304150,0,1,Links to FNDDS,NA,NA
2011/2012,52306010,0,1,Links to FNDDS,NA,1.097331
2011/2012,52306300,0,1,Links to FNDDS,NA,0.828167
2011/2012,52306500,0,1,Links to FNDDS,NA,1.156561
2011/2012,52306550,0,1,Links to FNDDS,NA,0.971211
2011/2012,52306700,0,1,Links to FNDDS,NA,1.120921
2011/2012,52403000,0,1,Links to FNDDS,NA,0.35097
2011/2012,52404060,0,1,Links to FNDDS,NA,0.649837
2011/2012,52405010,0,1,Links to FNDDS,NA,0.682191
2011/2012,52407000,0,1,Links to FNDDS,NA,0.73546
2011/2012,53100100,0,1,Links to FNDDS,NA,1.105955
2011/2012,53101100,0,1,Links to FNDDS,NA,1.054103
2011/2012,53102100,0,1,Links to FNDDS,NA,NA
2011/2012,53102600,0,1,Links to FNDDS,NA,NA
2011/2012,53102700,0,1,Links to FNDDS,NA,0.820165
2011/2012,53104100,0,1,Links to FNDDS,NA,NA
2011/2012,53104260,0,1,Links to FNDDS,NA,1.048904
2011/2012,53104400,0,1,Links to FNDDS,NA,0.588853
2011/2012,53104500,0,1,Links to FNDDS,NA,1.040496
2011/2012,53104550,0,1,Links to FNDDS,NA,0.875634
2011/2012,53104600,0,1,Links to FNDDS,NA,1.097514
2011/2012,53105270,0,1,Links to FNDDS,NA,0.835478
2011/2012,53105275,0,1,Links to FNDDS,NA,NA
2011/2012,53105300,0,1,Links to FNDDS,NA,0.7335
2011/2012,53106500,0,1,Links to FNDDS,NA,1.022765
2011/2012,53108200,0,1,Links to FNDDS,NA,0.642218
2011/2012,53109200,0,1,Links to FNDDS,NA,0.659402
2011/2012,53109220,0,1,Links to FNDDS,NA,1.641911
2011/2012,53110000,0,2,Links to altEC,NA,1.034085
2011/2012,53112000,0,1,Links to FNDDS,NA,0.90499
2011/2012,53112100,0,1,Links to FNDDS,NA,0.633793
2011/2012,53114000,0,2,Links to altEC,NA,0.760994
2011/2012,53114100,0,1,Links to FNDDS,NA,0.760994
2011/2012,53115200,0,1,Links to FNDDS,NA,0.851837
2011/2012,53115310,0,1,Links to FNDDS,NA,NA
2011/2012,53115320,0,1,Links to FNDDS,NA,1.25388
2011/2012,53116000,0,1,Links to FNDDS,NA,1.035446
2011/2012,53116020,0,2,Links to altEC,NA,1.035446
2011/2012,53116270,0,1,Links to FNDDS,NA,0.836336
2011/2012,53116500,0,1,Links to FNDDS,NA,NA
2011/2012,53116510,0,1,Links to FNDDS,NA,0.413101
2011/2012,53117200,0,1,Links to FNDDS,NA,NA
2011/2012,53118100,0,2,Links to altEC,NA,1.047697
2011/2012,53118200,0,1,Links to FNDDS,NA,0.795252
2011/2012,53118410,0,1,Links to FNDDS,NA,NA
2011/2012,53118500,0,1,Links to FNDDS,NA,1.400265
2011/2012,53118550,0,1,Links to FNDDS,NA,0.863879
2011/2012,53119000,0,1,Links to FNDDS,NA,1.192135
2011/2012,53120270,0,1,Links to FNDDS,NA,1.11533
2011/2012,53120275,0,2,Links to altEC,NA,1.11533
2011/2012,53121270,0,2,Links to altEC,NA,0.825753
2011/2012,53121275,0,1,Links to FNDDS,NA,1.222849
2011/2012,53123070,0,1,Links to FNDDS,NA,1.073315
2011/2012,53123080,0,1,Links to FNDDS,NA,NA
2011/2012,53123500,0,1,Links to FNDDS,NA,1.151585
2011/2012,53200100,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,53201000,0,1,Links to FNDDS,NA,0.931629
2011/2012,53202000,0,1,Links to FNDDS,NA,0.768414
2011/2012,53203500,0,1,Links to FNDDS,NA,1.561377
2011/2012,53204000,0,1,Links to FNDDS,NA,0.977946
2011/2012,53204010,0,1,Links to FNDDS,NA,NA
2011/2012,53204100,0,1,Links to FNDDS,NA,0.502297
2011/2012,53204840,0,1,Links to FNDDS,NA,2.199505
2011/2012,53205250,0,1,Links to FNDDS,NA,1.076089
2011/2012,53205260,0,1,Links to FNDDS,NA,1.022341
2011/2012,53206000,0,1,Links to FNDDS,NA,0.713942
2011/2012,53206020,0,1,Links to FNDDS,NA,0.447489
2011/2012,53206030,0,1,Links to FNDDS,NA,1.571906
2011/2012,53206100,0,1,Links to FNDDS,NA,0.756686
2011/2012,53206500,0,1,Links to FNDDS,NA,0.478401
2011/2012,53207000,0,1,Links to FNDDS,NA,0.871616
2011/2012,53207050,0,1,Links to FNDDS,NA,1.707899
2011/2012,53208200,0,2,Links to altEC,NA,0.852049
2011/2012,53209005,0,1,Links to FNDDS,NA,0.637241
2011/2012,53209010,0,1,Links to FNDDS,NA,0.900084
2011/2012,53209015,0,1,Links to FNDDS,NA,0.693314
2011/2012,53209020,0,2,Links to altEC,NA,0.696901
2011/2012,53209100,0,1,Links to FNDDS,NA,0.682427
2011/2012,53209500,0,1,Links to FNDDS,NA,0.422642
2011/2012,53210000,0,1,Links to FNDDS,NA,0.894766
2011/2012,53210900,0,4,FNDDS recipe with modified SR codes,NA,0.818021
2011/2012,53215500,0,2,Links to altEC,NA,0.647824
2011/2012,53220000,0,1,Links to FNDDS,NA,0.789939
2011/2012,53220030,0,1,Links to FNDDS,NA,0.654244
2011/2012,53222010,0,2,Links to altEC,NA,0.742038
2011/2012,53222020,0,2,Links to altEC,NA,2.225944
2011/2012,53223000,0,1,Links to FNDDS,NA,0.688354
2011/2012,53224000,0,1,Links to FNDDS,NA,1.960003
2011/2012,53224250,0,1,Links to FNDDS,NA,1.479181
2011/2012,53225000,0,2,Links to altEC,NA,0.515209
2011/2012,53226500,0,1,Links to FNDDS,NA,1.052546
2011/2012,53226550,0,2,Links to altEC,NA,1.052546
2011/2012,53228000,0,1,Links to FNDDS,NA,NA
2011/2012,53230000,0,1,Links to FNDDS,NA,0.825132
2011/2012,53231400,0,1,Links to FNDDS,NA,1.330693
2011/2012,53233000,0,1,Links to FNDDS,NA,0.643241
2011/2012,53233010,0,1,Links to FNDDS,NA,0.670204
2011/2012,53233050,0,1,Links to FNDDS,NA,0.365918
2011/2012,53233060,0,1,Links to FNDDS,NA,1.209983
2011/2012,53234000,0,1,Links to FNDDS,NA,1.035096
2011/2012,53234100,0,1,Links to FNDDS,NA,0.898376
2011/2012,53234250,0,1,Links to FNDDS,NA,NA
2011/2012,53235000,0,1,Links to FNDDS,NA,0.634577
2011/2012,53235500,0,1,Links to FNDDS,NA,0.475546
2011/2012,53236100,0,1,Links to FNDDS,NA,1.134197
2011/2012,53237000,0,2,Links to altEC,NA,1.103439
2011/2012,53237010,0,1,Links to FNDDS,NA,0.892925
2011/2012,53238000,0,1,Links to FNDDS,NA,0.420617
2011/2012,53239000,0,1,Links to FNDDS,NA,0.747646
2011/2012,53239010,0,1,Links to FNDDS,NA,2.17637
2011/2012,53239050,0,1,Links to FNDDS,NA,0.921006
2011/2012,53240000,0,1,Links to FNDDS,NA,0.429006
2011/2012,53240010,0,1,Links to FNDDS,NA,0.689999
2011/2012,53241500,0,1,Links to FNDDS,NA,0.879345
2011/2012,53241600,0,1,Links to FNDDS,NA,1.103439
2011/2012,53242000,0,1,Links to FNDDS,NA,0.742038
2011/2012,53242500,0,1,Links to FNDDS,NA,0.462547
2011/2012,53243000,0,1,Links to FNDDS,NA,0.597869
2011/2012,53243010,0,1,Links to FNDDS,NA,0.674003
2011/2012,53243050,0,1,Links to FNDDS,NA,0.977965
2011/2012,53244010,0,1,Links to FNDDS,NA,1.045578
2011/2012,53244020,0,1,Links to FNDDS,NA,0.868306
2011/2012,53247000,0,1,Links to FNDDS,NA,0.816212
2011/2012,53247500,0,1,Links to FNDDS,NA,0.967203
2011/2012,53251100,0,1,Links to FNDDS,NA,1.604449
2011/2012,53260030,0,1,Links to FNDDS,NA,1.325417
2011/2012,53260200,0,1,Links to FNDDS,NA,0.93088
2011/2012,53260300,0,1,Links to FNDDS,NA,0.863483
2011/2012,53260400,0,1,Links to FNDDS,NA,1.025272
2011/2012,53260500,0,1,Links to FNDDS,NA,0.887397
2011/2012,53300100,0,1,Links to FNDDS,NA,0.848259
2011/2012,53300170,0,2,Links to altEC,NA,0.739972
2011/2012,53301000,0,1,Links to FNDDS,NA,0.489747
2011/2012,53301070,0,1,Links to FNDDS,NA,0.735458
2011/2012,53301080,0,2,Links to altEC,NA,0.735458
2011/2012,53301500,0,2,Links to altEC,NA,0.489747
2011/2012,53301750,0,1,Links to FNDDS,NA,NA
2011/2012,53303000,0,1,Links to FNDDS,NA,0.482638
2011/2012,53303500,0,1,Links to FNDDS,NA,0.709936
2011/2012,53303570,0,1,Links to FNDDS,NA,0.500133
2011/2012,53304000,0,1,Links to FNDDS,NA,0.53518
2011/2012,53305000,0,1,Links to FNDDS,NA,0.490298
2011/2012,53305070,0,1,Links to FNDDS,NA,0.721736
2011/2012,53305700,0,1,Links to FNDDS,NA,0.855588
2011/2012,53307000,0,1,Links to FNDDS,NA,0.512644
2011/2012,53308000,0,1,Links to FNDDS,NA,0.639868
2011/2012,53309000,0,1,Links to FNDDS,NA,0.826249
2011/2012,53310050,0,1,Links to FNDDS,NA,0.520923
2011/2012,53312000,0,1,Links to FNDDS,NA,NA
2011/2012,53313000,0,1,Links to FNDDS,NA,0.805692
2011/2012,53341000,0,1,Links to FNDDS,NA,0.557612
2011/2012,53341070,0,1,Links to FNDDS,NA,1.465726
2011/2012,53341500,0,1,Links to FNDDS,NA,0.909652
2011/2012,53342000,0,1,Links to FNDDS,NA,0.774891
2011/2012,53342070,0,1,Links to FNDDS,NA,1.026029
2011/2012,53343000,0,1,Links to FNDDS,NA,0.631099
2011/2012,53343070,0,1,Links to FNDDS,NA,0.894636
2011/2012,53344300,0,4,FNDDS recipe with modified SR codes,NA,0.644007
2011/2012,53345000,0,1,Links to FNDDS,NA,1.014538
2011/2012,53346000,0,1,Links to FNDDS,NA,0.890647
2011/2012,53347000,0,1,Links to FNDDS,NA,0.479847
2011/2012,53347600,0,1,Links to FNDDS,NA,NA
2011/2012,53360000,0,1,Links to FNDDS,NA,0.503761
2011/2012,53365000,0,1,Links to FNDDS,NA,0.658917
2011/2012,53381000,0,1,Links to FNDDS,NA,0.629981
2011/2012,53381070,0,1,Links to FNDDS,NA,1.409136
2011/2012,53382000,0,1,Links to FNDDS,NA,1.098881
2011/2012,53385000,0,1,Links to FNDDS,NA,0.655917
2011/2012,53386500,0,1,Links to FNDDS,NA,0.317363
2011/2012,53391000,0,2,Links to altEC,NA,0.948141
2011/2012,53400200,0,1,Links to FNDDS,NA,1.167912
2011/2012,53410100,0,1,Links to FNDDS,NA,0.497693
2011/2012,53410300,0,1,Links to FNDDS,NA,0.523437
2011/2012,53410500,0,1,Links to FNDDS,NA,0.466578
2011/2012,53410800,0,1,Links to FNDDS,NA,0.51757
2011/2012,53415120,0,1,Links to FNDDS,NA,0.690211
2011/2012,53415200,0,1,Links to FNDDS,NA,1.076484
2011/2012,53420200,0,1,Links to FNDDS,NA,1.053419
2011/2012,53420300,0,1,Links to FNDDS,NA,1.04321
2011/2012,53430100,0,1,Links to FNDDS,NA,1.852499
2011/2012,53430200,0,1,Links to FNDDS,NA,1.534146
2011/2012,53440000,0,1,Links to FNDDS,NA,1.092488
2011/2012,53440500,0,1,Links to FNDDS,NA,0.954982
2011/2012,53441110,0,1,Links to FNDDS,NA,1.542364
2011/2012,53450000,0,1,Links to FNDDS,NA,1.056899
2011/2012,53451000,0,1,Links to FNDDS,NA,1.164352
2011/2012,53452100,0,1,Links to FNDDS,NA,0.927887
2011/2012,53452200,0,1,Links to FNDDS,NA,0.958735
2011/2012,53452400,0,2,Links to altEC,NA,0.755442
2011/2012,53452420,0,1,Links to FNDDS,NA,1.256308
2011/2012,53452450,0,1,Links to FNDDS,NA,2.003576
2011/2012,53452500,0,1,Links to FNDDS,NA,0.981857
2011/2012,53453150,0,1,Links to FNDDS,NA,NA
2011/2012,53510000,0,1,Links to FNDDS,NA,0.888138
2011/2012,53510100,0,1,Links to FNDDS,NA,0.680039
2011/2012,53511000,0,1,Links to FNDDS,NA,0.816605
2011/2012,53520000,0,2,Links to altEC,NA,0.676706
2011/2012,53520110,0,2,Links to altEC,NA,0.737396
2011/2012,53520120,0,1,Links to FNDDS,NA,0.763606
2011/2012,53520140,0,1,Links to FNDDS,NA,0.764756
2011/2012,53520160,0,1,Links to FNDDS,NA,0.672571
2011/2012,53520200,0,1,Links to FNDDS,NA,NA
2011/2012,53521100,0,2,Links to altEC,NA,0.724424
2011/2012,53521110,0,1,Links to FNDDS,NA,0.750657
2011/2012,53521120,0,1,Links to FNDDS,NA,0.724424
2011/2012,53521130,0,2,Links to altEC,NA,0.724424
2011/2012,53521140,0,1,Links to FNDDS,NA,0.776723
2011/2012,53521210,0,1,Links to FNDDS,NA,0.865862
2011/2012,53521230,0,1,Links to FNDDS,NA,0.841613
2011/2012,53530000,0,1,Links to FNDDS,NA,0.469691
2011/2012,53530010,0,2,Links to altEC,NA,0.469691
2011/2012,53610100,0,1,Links to FNDDS,NA,0.901665
2011/2012,53610170,0,1,Links to FNDDS,NA,1.034085
2011/2012,53610200,0,1,Links to FNDDS,NA,1.000748
2011/2012,53710400,0,1,Links to FNDDS,NA,1.473902
2011/2012,53710500,0,1,Links to FNDDS,NA,0.839973
2011/2012,53710502,0,1,Links to FNDDS,NA,2.115978
2011/2012,53710504,0,1,Links to FNDDS,NA,1.186192
2011/2012,53710600,0,1,Links to FNDDS,NA,1.281504
2011/2012,53710700,0,1,Links to FNDDS,NA,1.95029
2011/2012,53710800,0,1,Links to FNDDS,NA,1.458231
2011/2012,53710802,0,1,Links to FNDDS,NA,1.398064
2011/2012,53710804,0,1,Links to FNDDS,NA,1.708475
2011/2012,53710806,0,1,Links to FNDDS,NA,1.35345
2011/2012,53710900,0,1,Links to FNDDS,NA,1.045581
2011/2012,53710902,0,2,Links to altEC,NA,1.240299
2011/2012,53710904,0,2,Links to altEC,NA,1.044707
2011/2012,53710906,0,1,Links to FNDDS,NA,0.958492
2011/2012,53711000,0,1,Links to FNDDS,NA,0.976478
2011/2012,53711002,0,2,Links to altEC,NA,1.185702
2011/2012,53711006,0,1,Links to FNDDS,NA,1.045182
2011/2012,53712000,0,1,Links to FNDDS,NA,1.430456
2011/2012,53712100,0,1,Links to FNDDS,NA,1.023837
2011/2012,53712200,0,2,Links to altEC,NA,1.185702
2011/2012,53712210,0,1,Links to FNDDS,NA,1.228295
2011/2012,53714200,0,1,Links to FNDDS,NA,1.062007
2011/2012,53714210,0,1,Links to FNDDS,NA,0.816071
2011/2012,53714220,0,1,Links to FNDDS,NA,1.376804
2011/2012,53714230,0,1,Links to FNDDS,NA,0.747748
2011/2012,53714250,0,2,Links to altEC,NA,0.747748
2011/2012,53714300,0,1,Links to FNDDS,NA,1.240299
2011/2012,53714400,0,1,Links to FNDDS,NA,2.058934
2011/2012,53714500,0,1,Links to FNDDS,NA,1.394235
2011/2012,53714520,0,2,Links to altEC,NA,1.394235
2011/2012,53720100,0,1,Links to FNDDS,NA,1.84968
2011/2012,53720200,0,1,Links to FNDDS,NA,1.645792
2011/2012,53720300,0,1,Links to FNDDS,NA,1.597238
2011/2012,53720400,0,1,Links to FNDDS,NA,2.217649
2011/2012,53720500,0,1,Links to FNDDS,NA,1.323755
2011/2012,53720600,0,1,Links to FNDDS,NA,1.970287
2011/2012,53720610,0,1,Links to FNDDS,NA,2.527845
2011/2012,53720700,0,1,Links to FNDDS,NA,1.985545
2011/2012,53720800,0,1,Links to FNDDS,NA,1.88836
2011/2012,53729000,0,1,Links to FNDDS,NA,2.142684
2011/2012,53801000,0,1,Links to FNDDS,NA,1.886464
2011/2012,53803100,0,1,Links to FNDDS,NA,1.886538
2011/2012,53803250,0,1,Links to FNDDS,NA,1.200005
2011/2012,53803300,0,1,Links to FNDDS,NA,7.910932
2011/2012,54001000,0,2,Links to altEC,NA,0.554236
2011/2012,54102010,0,1,Links to FNDDS,NA,0.729773
2011/2012,54102020,0,2,Links to altEC,NA,0.746101
2011/2012,54102100,0,2,Links to altEC,NA,0.729773
2011/2012,54102200,0,1,Links to FNDDS,NA,1.265218
2011/2012,54202010,0,1,Links to FNDDS,NA,0.473037
2011/2012,54204010,0,1,Links to FNDDS,NA,0.950889
2011/2012,54205010,0,1,Links to FNDDS,NA,0.614212
2011/2012,54206010,0,1,Links to FNDDS,NA,1.765012
2011/2012,54301000,0,2,Links to altEC,NA,0.725078
2011/2012,54301100,0,2,Links to altEC,NA,0.727491
2011/2012,54304000,0,1,Links to FNDDS,NA,0.802259
2011/2012,54304100,0,2,Links to altEC,NA,0.802259
2011/2012,54304150,0,1,Links to FNDDS,NA,0.902311
2011/2012,54307000,0,1,Links to FNDDS,NA,0.49054
2011/2012,54313000,0,2,Links to altEC,NA,0.480421
2011/2012,54318500,0,2,Links to altEC,NA,1.46374
2011/2012,54319000,0,1,Links to FNDDS,NA,2.08514
2011/2012,54319010,0,2,Links to altEC,NA,1.446391
2011/2012,54319020,0,1,Links to FNDDS,NA,1.30515
2011/2012,54325000,0,2,Links to altEC,NA,0.480421
2011/2012,54325010,0,2,Links to altEC,NA,0.480421
2011/2012,54325050,0,2,Links to altEC,NA,0.539614
2011/2012,54326000,0,1,Links to FNDDS,NA,0.927562
2011/2012,54328000,0,1,Links to FNDDS,NA,0.770888
2011/2012,54328100,0,1,Links to FNDDS,NA,0.681627
2011/2012,54328110,0,2,Links to altEC,NA,0.681627
2011/2012,54328200,0,1,Links to FNDDS,NA,0.878812
2011/2012,54334000,0,1,Links to FNDDS,NA,1.324578
2011/2012,54336000,0,1,Links to FNDDS,NA,1.906741
2011/2012,54337000,0,1,Links to FNDDS,NA,0.961117
2011/2012,54337050,0,1,Links to FNDDS,NA,1.050117
2011/2012,54338000,0,1,Links to FNDDS,NA,0.853582
2011/2012,54338100,0,2,Links to altEC,NA,0.853582
2011/2012,54350000,0,1,Links to FNDDS,NA,3.120227
2011/2012,54350010,0,1,Links to FNDDS,NA,4.07971
2011/2012,54360000,0,1,Links to FNDDS,NA,4.431934
2011/2012,54401010,0,1,Links to FNDDS,NA,0.999002
2011/2012,54401020,0,1,Links to FNDDS,NA,0.877978
2011/2012,54401050,0,1,Links to FNDDS,NA,0.901977
2011/2012,54401080,0,2,Links to altEC,NA,0.812632
2011/2012,54401100,0,1,Links to FNDDS,NA,0.829383
2011/2012,54401120,0,2,Links to altEC,NA,0.810223
2011/2012,54401150,0,2,Links to altEC,NA,0.810216
2011/2012,54401210,0,1,Links to FNDDS,NA,1.623281
2011/2012,54402200,0,1,Links to FNDDS,NA,0.967771
2011/2012,54402600,0,1,Links to FNDDS,NA,1.03458
2011/2012,54402700,0,2,Links to altEC,NA,0.989341
2011/2012,54403000,0,1,Links to FNDDS,NA,0.94783
2011/2012,54403010,0,1,Links to FNDDS,NA,0.398808
2011/2012,54403020,0,1,Links to FNDDS,NA,0.676945
2011/2012,54403040,0,1,Links to FNDDS,NA,0.753093
2011/2012,54403040,205687,4,FNDDS recipe with modified SR codes,NA,0.394986
2011/2012,54403050,0,1,Links to FNDDS,NA,1.212056
2011/2012,54403060,0,1,Links to FNDDS,NA,0.904894
2011/2012,54403070,0,1,Links to FNDDS,NA,1.440133
2011/2012,54403110,0,1,Links to FNDDS,NA,1.239748
2011/2012,54403120,0,1,Links to FNDDS,NA,0.780589
2011/2012,54406010,0,1,Links to FNDDS,NA,1.623451
2011/2012,54408000,0,1,Links to FNDDS,NA,0.628991
2011/2012,54408010,0,1,Links to FNDDS,NA,0.890243
2011/2012,54408020,0,1,Links to FNDDS,NA,0.584865
2011/2012,54408030,0,2,Links to altEC,NA,0.890243
2011/2012,54408040,0,2,Links to altEC,NA,0.584865
2011/2012,54408200,0,2,Links to altEC,NA,1.287752
2011/2012,54408250,0,1,Links to FNDDS,NA,1.414966
2011/2012,54408300,0,1,Links to FNDDS,NA,0.98447
2011/2012,54420010,0,1,Links to FNDDS,NA,0.884177
2011/2012,54420100,0,2,Links to altEC,NA,1.059759
2011/2012,54440010,0,1,Links to FNDDS,NA,1.298296
2011/2012,55101000,0,1,Links to FNDDS,NA,0.534401
2011/2012,55101015,0,2,Links to altEC,NA,0.534401
2011/2012,55101020,0,2,Links to altEC,NA,0.534401
2011/2012,55103000,0,1,Links to FNDDS,NA,0.543635
2011/2012,55103100,0,4,FNDDS recipe with modified SR codes,NA,0.261271
2011/2012,55105100,0,4,FNDDS recipe with modified SR codes,NA,0.208683
2011/2012,55105200,0,4,FNDDS recipe with modified SR codes,NA,0.195833
2011/2012,55201000,0,1,Links to FNDDS,NA,0.638971
2011/2012,55202000,0,1,Links to FNDDS,NA,1.252938
2011/2012,55203000,0,1,Links to FNDDS,NA,0.731443
2011/2012,55203600,0,2,Links to altEC,NA,0.607778
2011/2012,55205000,0,1,Links to FNDDS,NA,0.648363
2011/2012,55211000,0,1,Links to FNDDS,NA,2.275534
2011/2012,55211050,0,2,Links to altEC,NA,2.275534
2011/2012,55212000,0,2,Links to altEC,NA,1.365077
2011/2012,55301000,0,4,FNDDS recipe with modified SR codes,NA,0.292384
2011/2012,55301050,0,2,Links to altEC,NA,0.677095
2011/2012,55610300,0,1,Links to FNDDS,NA,0.786945
2011/2012,55701000,0,1,Links to FNDDS,NA,1.14901
2011/2012,55702000,0,4,FNDDS recipe with modified SR codes,NA,0.541202
2011/2012,55702100,0,4,FNDDS recipe with modified SR codes,NA,0.13654
2011/2012,55801000,0,2,Links to altEC,NA,NA
2011/2012,56101000,0,4,FNDDS recipe with modified SR codes,NA,0.110663
2011/2012,56101010,0,4,FNDDS recipe with modified SR codes,NA,0.110663
2011/2012,56101030,0,4,FNDDS recipe with modified SR codes,NA,0.119296
2011/2012,56102010,0,4,FNDDS recipe with modified SR codes,NA,0.140287
2011/2012,56102020,0,4,FNDDS recipe with modified SR codes,NA,0.148009
2011/2012,56104010,0,4,FNDDS recipe with modified SR codes,NA,0.168804
2011/2012,56112000,0,4,FNDDS recipe with modified SR codes,NA,0.218262
2011/2012,56112010,0,4,FNDDS recipe with modified SR codes,NA,0.218262
2011/2012,56112030,0,4,FNDDS recipe with modified SR codes,NA,0.222912
2011/2012,56113010,0,4,FNDDS recipe with modified SR codes,NA,0.140287
2011/2012,56114000,0,3,Original FNDDS recipe,NA,0.114535
2011/2012,56116000,0,1,Links to FNDDS,NA,0.647997
2011/2012,56117090,0,4,FNDDS recipe with modified SR codes,NA,0.272208
2011/2012,56117100,0,4,FNDDS recipe with modified SR codes,NA,0.272208
