year,food_code,mod_code,method,method_description,nhanes,price_100gm
2011/2012,56117110,0,4,FNDDS recipe with modified SR codes,NA,0.275616
2011/2012,56130000,0,4,FNDDS recipe with modified SR codes,NA,0.657543
2011/2012,56130010,0,4,FNDDS recipe with modified SR codes,NA,0.657543
2011/2012,56131000,0,4,FNDDS recipe with modified SR codes,NA,0.649414
2011/2012,56133000,0,4,FNDDS recipe with modified SR codes,NA,0.132318
2011/2012,56200300,0,1,Links to FNDDS,NA,0.569978
2011/2012,56200390,0,4,FNDDS recipe with modified SR codes,NA,0.111623
2011/2012,56201010,0,4,FNDDS recipe with modified SR codes,NA,0.026456
2011/2012,56201020,0,4,FNDDS recipe with modified SR codes,NA,0.041381
2011/2012,56201040,0,4,FNDDS recipe with modified SR codes,NA,0.041381
2011/2012,56201110,0,3,Original FNDDS recipe,NA,0.034056
2011/2012,56201110,206522,4,FNDDS recipe with modified SR codes,NA,0.126756
2011/2012,56201120,0,4,FNDDS recipe with modified SR codes,NA,0.052074
2011/2012,56201210,0,4,FNDDS recipe with modified SR codes,NA,0.137327
2011/2012,56201220,0,4,FNDDS recipe with modified SR codes,NA,0.152666
2011/2012,56201230,0,3,Original FNDDS recipe,NA,0.137327
2011/2012,56201510,0,3,Original FNDDS recipe,NA,0.054126
2011/2012,56202960,0,3,Original FNDDS recipe,NA,0.052752
2011/2012,56203000,0,3,Original FNDDS recipe,NA,0.052752
2011/2012,56203010,0,3,Original FNDDS recipe,NA,0.052752
2011/2012,56203020,0,3,Original FNDDS recipe,NA,0.052752
2011/2012,56203030,0,4,FNDDS recipe with modified SR codes,NA,0.148508
2011/2012,56203030,205428,4,FNDDS recipe with modified SR codes,NA,0.268524
2011/2012,56203050,0,4,FNDDS recipe with modified SR codes,NA,0.065303
2011/2012,56203060,0,4,FNDDS recipe with modified SR codes,NA,0.065303
2011/2012,56203070,0,4,FNDDS recipe with modified SR codes,NA,0.159051
2011/2012,56203200,0,3,Original FNDDS recipe,NA,NA
2011/2012,56203211,0,4,FNDDS recipe with modified SR codes,NA,0.1388
2011/2012,56203212,0,4,FNDDS recipe with modified SR codes,NA,0.1388
2011/2012,56203213,0,4,FNDDS recipe with modified SR codes,NA,0.215751
2011/2012,56203223,0,4,FNDDS recipe with modified SR codes,NA,0.223176
2011/2012,56203610,0,4,FNDDS recipe with modified SR codes,NA,0.185041
2011/2012,56205000,0,2,Links to altEC,NA,0.368641
2011/2012,56205002,0,4,FNDDS recipe with modified SR codes,NA,0.104998
2011/2012,56205004,0,4,FNDDS recipe with modified SR codes,NA,0.112179
2011/2012,56205006,0,4,FNDDS recipe with modified SR codes,NA,0.104527
2011/2012,56205008,0,4,FNDDS recipe with modified SR codes,NA,0.096859
2011/2012,56205012,0,4,FNDDS recipe with modified SR codes,NA,0.223289
2011/2012,56205014,0,4,FNDDS recipe with modified SR codes,NA,0.229036
2011/2012,56205018,0,4,FNDDS recipe with modified SR codes,NA,0.219428
2011/2012,56205050,0,4,FNDDS recipe with modified SR codes,NA,0.124679
2011/2012,56205070,0,4,FNDDS recipe with modified SR codes,NA,0.14576
2011/2012,56205130,0,4,FNDDS recipe with modified SR codes,NA,0.141109
2011/2012,56205150,0,4,FNDDS recipe with modified SR codes,NA,0.141109
2011/2012,56205170,0,4,FNDDS recipe with modified SR codes,NA,0.147644
2011/2012,56205190,0,4,FNDDS recipe with modified SR codes,NA,0.140297
2011/2012,56205210,0,4,FNDDS recipe with modified SR codes,NA,0.698052
2011/2012,56205300,0,4,FNDDS recipe with modified SR codes,NA,11.784417
2011/2012,56205330,0,4,FNDDS recipe with modified SR codes,NA,11.563428
2011/2012,56205410,0,4,FNDDS recipe with modified SR codes,NA,0.11221
2011/2012,56207010,0,4,FNDDS recipe with modified SR codes,NA,0.058289
2011/2012,56207010,206436,4,FNDDS recipe with modified SR codes,NA,0.154015
2011/2012,56207150,0,4,FNDDS recipe with modified SR codes,NA,0.357484
2011/2012,56207180,0,4,FNDDS recipe with modified SR codes,NA,0.359249
2011/2012,57000100,0,2,Links to altEC,NA,0.695931
2011/2012,57100100,0,3,Original FNDDS recipe,NA,0.664512
2011/2012,57101000,0,2,Links to altEC,NA,0.717204
2011/2012,57103100,0,2,Links to altEC,NA,0.767829
2011/2012,57104000,0,2,Links to altEC,NA,0.770684
2011/2012,57106260,0,2,Links to altEC,NA,0.818683
2011/2012,57106530,0,2,Links to altEC,NA,0.607714
2011/2012,57117000,0,2,Links to altEC,NA,0.606518
2011/2012,57119000,0,2,Links to altEC,NA,0.633727
2011/2012,57120000,0,2,Links to altEC,NA,0.658552
2011/2012,57123000,0,2,Links to altEC,NA,0.698598
2011/2012,57124000,0,2,Links to altEC,NA,0.710456
2011/2012,57124100,0,2,Links to altEC,NA,0.860923
2011/2012,57125000,0,2,Links to altEC,NA,0.665502
2011/2012,57126000,0,2,Links to altEC,NA,0.656968
2011/2012,57127000,0,2,Links to altEC,NA,0.735148
2011/2012,57128000,0,2,Links to altEC,NA,0.709962
2011/2012,57130000,0,2,Links to altEC,NA,0.813633
2011/2012,57132000,0,2,Links to altEC,NA,0.626858
2011/2012,57134000,0,2,Links to altEC,NA,0.577502
2011/2012,57135000,0,2,Links to altEC,NA,0.577502
2011/2012,57137000,0,2,Links to altEC,NA,0.85442
2011/2012,57151000,0,1,Links to FNDDS,NA,0.626722
2011/2012,57206700,0,2,Links to altEC,NA,0.792053
2011/2012,57206710,0,2,Links to altEC,NA,0.909543
2011/2012,57207000,0,1,Links to FNDDS,NA,0.505103
2011/2012,57213000,0,2,Links to altEC,NA,0.754117
2011/2012,57213850,0,2,Links to altEC,NA,0.80479
2011/2012,57214000,0,2,Links to altEC,NA,0.582465
2011/2012,57214100,0,1,Links to FNDDS,NA,0.550075
2011/2012,57219000,0,1,Links to FNDDS,NA,0.692556
2011/2012,57221700,0,2,Links to altEC,NA,0.749776
2011/2012,57223000,0,2,Links to altEC,NA,0.733541
2011/2012,57224000,0,2,Links to altEC,NA,0.704485
2011/2012,57227000,0,4,FNDDS recipe with modified SR codes,NA,0.673987
2011/2012,57228000,0,2,Links to altEC,NA,0.745761
2011/2012,57230000,0,2,Links to altEC,NA,0.453866
2011/2012,57231250,0,2,Links to altEC,NA,0.717838
2011/2012,57237100,0,2,Links to altEC,NA,0.619729
2011/2012,57237300,0,2,Links to altEC,NA,0.563477
2011/2012,57238000,0,2,Links to altEC,NA,0.658143
2011/2012,57239100,0,1,Links to FNDDS,NA,0.847252
2011/2012,57240100,0,2,Links to altEC,NA,0.731679
2011/2012,57241000,0,2,Links to altEC,NA,0.661031
2011/2012,57243000,0,2,Links to altEC,NA,0.711055
2011/2012,57301510,0,2,Links to altEC,NA,0.810767
2011/2012,57301511,0,2,Links to altEC,NA,0.72168
2011/2012,57301520,0,1,Links to FNDDS,NA,0.719993
2011/2012,57301535,0,2,Links to altEC,NA,0.955426
2011/2012,57303100,0,2,Links to altEC,NA,0.866788
2011/2012,57304100,0,2,Links to altEC,NA,0.59805
2011/2012,57305100,0,2,Links to altEC,NA,0.711902
2011/2012,57305150,0,1,Links to FNDDS,NA,0.636796
2011/2012,57305160,0,2,Links to altEC,NA,0.68384
2011/2012,57305165,0,2,Links to altEC,NA,0.508428
2011/2012,57305170,0,2,Links to altEC,NA,0.550866
2011/2012,57305174,0,2,Links to altEC,NA,0.547915
2011/2012,57305200,0,1,Links to FNDDS,NA,0.490231
2011/2012,57305500,0,1,Links to FNDDS,NA,0.537895
2011/2012,57306500,0,1,Links to FNDDS,NA,0.45217
2011/2012,57306700,0,2,Links to altEC,NA,0.683196
2011/2012,57308190,0,2,Links to altEC,NA,0.748576
2011/2012,57308300,0,1,Links to FNDDS,NA,0.840701
2011/2012,57308400,0,2,Links to altEC,NA,0.856812
2011/2012,57316380,0,2,Links to altEC,NA,0.664106
2011/2012,57321700,0,1,Links to FNDDS,NA,0.793674
2011/2012,57327450,0,2,Links to altEC,NA,0.59805
2011/2012,57327500,0,2,Links to altEC,NA,0.705316
2011/2012,57329000,0,3,Original FNDDS recipe,NA,0.476696
2011/2012,57330000,0,2,Links to altEC,NA,0.485411
2011/2012,57330010,0,2,Links to altEC,NA,0.562986
2011/2012,57331000,0,2,Links to altEC,NA,0.450553
2011/2012,57335550,0,2,Links to altEC,NA,0.66313
2011/2012,57336000,0,2,Links to altEC,NA,0.724325
2011/2012,57339000,0,2,Links to altEC,NA,0.790557
2011/2012,57344000,0,2,Links to altEC,NA,0.781101
2011/2012,57344005,0,2,Links to altEC,NA,0.810963
2011/2012,57344007,0,1,Links to FNDDS,NA,0.626138
2011/2012,57344010,0,2,Links to altEC,NA,0.841393
2011/2012,57344015,0,2,Links to altEC,NA,0.779927
2011/2012,57344020,0,2,Links to altEC,NA,0.790999
2011/2012,57347000,0,2,Links to altEC,NA,0.739208
2011/2012,57348000,0,1,Links to FNDDS,NA,0.460883
2011/2012,57349000,0,2,Links to altEC,NA,0.595632
2011/2012,57401100,0,1,Links to FNDDS,NA,0.514293
2011/2012,57406100,0,2,Links to altEC,NA,0.901314
2011/2012,57407100,0,2,Links to altEC,NA,0.7795
2011/2012,57408100,0,2,Links to altEC,NA,0.873406
2011/2012,57412000,0,2,Links to altEC,NA,1.286498
2011/2012,57417000,0,4,FNDDS recipe with modified SR codes,NA,0.651129
2011/2012,57418000,0,2,Links to altEC,NA,0.873338
2011/2012,57601100,0,2,Links to altEC,NA,0.584245
2011/2012,57602100,0,2,Links to altEC,NA,0.321152
2011/2012,57604100,0,2,Links to altEC,NA,0.452443
2011/2012,57803000,0,2,Links to altEC,NA,1.318365
2011/2012,57804000,0,1,Links to FNDDS,NA,0.808668
2011/2012,57805000,0,1,Links to FNDDS,NA,0.818061
2011/2012,57806050,0,1,Links to FNDDS,NA,1.318365
2011/2012,57806100,0,1,Links to FNDDS,NA,1.372125
2011/2012,57806200,0,1,Links to FNDDS,NA,1.251115
2011/2012,57807010,0,1,Links to FNDDS,NA,NA
2011/2012,57820000,0,1,Links to FNDDS,NA,0.827769
2011/2012,57820100,0,1,Links to FNDDS,NA,0.858072
2011/2012,57822000,0,1,Links to FNDDS,NA,0.815571
2011/2012,57823000,0,1,Links to FNDDS,NA,0.890089
2011/2012,57824000,0,1,Links to FNDDS,NA,0.988151
2011/2012,57824500,0,1,Links to FNDDS,NA,0.627006
2011/2012,57830100,0,1,Links to FNDDS,NA,4.297836
2011/2012,58100000,0,4,FNDDS recipe with modified SR codes,NA,0.409322
2011/2012,58100005,0,4,FNDDS recipe with modified SR codes,NA,0.379404
2011/2012,58100010,0,4,FNDDS recipe with modified SR codes,NA,0.459622
2011/2012,58100013,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,58100015,0,4,FNDDS recipe with modified SR codes,NA,0.4261
2011/2012,58100100,0,4,FNDDS recipe with modified SR codes,NA,0.553546
2011/2012,58100120,0,4,FNDDS recipe with modified SR codes,NA,0.512434
2011/2012,58100125,0,2,Links to altEC,NA,0.401305
2011/2012,58100135,0,4,FNDDS recipe with modified SR codes,NA,0.532183
2011/2012,58100140,0,4,FNDDS recipe with modified SR codes,NA,0.497116
2011/2012,58100145,0,4,FNDDS recipe with modified SR codes,NA,0.498694
2011/2012,58100160,0,4,FNDDS recipe with modified SR codes,NA,0.484755
2011/2012,58100165,0,4,FNDDS recipe with modified SR codes,NA,0.473832
2011/2012,58100200,0,4,FNDDS recipe with modified SR codes,NA,0.766595
2011/2012,58100220,0,4,FNDDS recipe with modified SR codes,NA,0.603179
2011/2012,58100255,0,4,FNDDS recipe with modified SR codes,NA,0.566812
2011/2012,58100260,0,4,FNDDS recipe with modified SR codes,NA,0.54404
2011/2012,58100300,0,4,FNDDS recipe with modified SR codes,NA,0.449096
2011/2012,58100320,0,4,FNDDS recipe with modified SR codes,NA,0.473555
2011/2012,58100325,0,2,Links to altEC,NA,0.451429
2011/2012,58100330,0,4,FNDDS recipe with modified SR codes,NA,0.442832
2011/2012,58100520,0,1,Links to FNDDS,NA,NA
2011/2012,58100530,0,1,Links to FNDDS,NA,NA
2011/2012,58100630,0,1,Links to FNDDS,NA,1.209721
2011/2012,58100635,0,1,Links to FNDDS,NA,1.087644
2011/2012,58100720,0,2,Links to altEC,NA,0.816662
2011/2012,58100800,0,1,Links to FNDDS,NA,0.816662
2011/2012,58100805,0,2,Links to altEC,NA,0.816662
2011/2012,58101320,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,58101323,0,1,Links to FNDDS,NA,0.758082
2011/2012,58101325,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,58101345,0,4,FNDDS recipe with modified SR codes,NA,0.61574
2011/2012,58101347,0,2,Links to altEC,NA,NA
2011/2012,58101350,0,4,FNDDS recipe with modified SR codes,NA,0.595948
2011/2012,58101357,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,58101450,0,4,FNDDS recipe with modified SR codes,NA,0.651616
2011/2012,58101460,0,4,FNDDS recipe with modified SR codes,NA,0.616459
2011/2012,58101520,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,58101555,0,4,FNDDS recipe with modified SR codes,NA,0.806065
2011/2012,58101610,0,4,FNDDS recipe with modified SR codes,NA,0.381702
2011/2012,58101620,0,4,FNDDS recipe with modified SR codes,NA,0.486833
2011/2012,58101930,0,4,FNDDS recipe with modified SR codes,NA,0.591003
2011/2012,58101945,0,4,FNDDS recipe with modified SR codes,NA,0.567827
2011/2012,58103120,0,1,Links to FNDDS,NA,0.51331
2011/2012,58103130,0,1,Links to FNDDS,NA,0.769901
2011/2012,58103200,0,1,Links to FNDDS,NA,NA
2011/2012,58103250,0,1,Links to FNDDS,NA,0.757055
2011/2012,58104120,0,1,Links to FNDDS,NA,0.997734
2011/2012,58104130,0,4,FNDDS recipe with modified SR codes,NA,0.717252
2011/2012,58104150,0,4,FNDDS recipe with modified SR codes,NA,0.71766
2011/2012,58104260,0,4,FNDDS recipe with modified SR codes,NA,0.385034
2011/2012,58104290,0,4,FNDDS recipe with modified SR codes,NA,0.586734
2011/2012,58104500,0,1,Links to FNDDS,NA,0.466172
2011/2012,58104520,0,4,FNDDS recipe with modified SR codes,NA,0.38131
2011/2012,58104530,0,1,Links to FNDDS,NA,0.675022
2011/2012,58104710,0,4,FNDDS recipe with modified SR codes,NA,0.635611
2011/2012,58104720,0,2,Links to altEC,NA,1.591569
2011/2012,58104730,0,4,FNDDS recipe with modified SR codes,NA,0.743096
2011/2012,58104740,0,4,FNDDS recipe with modified SR codes,NA,0.677115
2011/2012,58104745,0,2,Links to altEC,NA,0.963156
2011/2012,58104750,0,4,FNDDS recipe with modified SR codes,NA,0.630574
2011/2012,58104760,0,2,Links to altEC,NA,1.18217
2011/2012,58104770,0,4,FNDDS recipe with modified SR codes,NA,0.653746
2011/2012,58104800,0,4,FNDDS recipe with modified SR codes,NA,0.583317
2011/2012,58104820,0,1,Links to FNDDS,NA,0.717098
2011/2012,58104825,0,1,Links to FNDDS,NA,0.765106
2011/2012,58104830,0,1,Links to FNDDS,NA,0.739626
2011/2012,58104835,0,1,Links to FNDDS,NA,0.735911
2011/2012,58105000,0,4,FNDDS recipe with modified SR codes,NA,0.612275
2011/2012,58105050,0,4,FNDDS recipe with modified SR codes,NA,0.779016
2011/2012,58105100,0,1,Links to FNDDS,NA,1.166223
2011/2012,58105105,0,4,FNDDS recipe with modified SR codes,NA,0.217861
2011/2012,58105110,0,1,Links to FNDDS,NA,NA
2011/2012,58106200,0,1,Links to FNDDS,NA,0.811635
2011/2012,58106205,0,1,Links to FNDDS,NA,0.802655
2011/2012,58106210,0,1,Links to FNDDS,NA,NA
2011/2012,58106220,0,1,Links to FNDDS,NA,0.611476
2011/2012,58106225,0,2,Links to altEC,NA,NA
2011/2012,58106230,0,1,Links to FNDDS,NA,1.212544
2011/2012,58106233,0,1,Links to FNDDS,NA,1.190536
2011/2012,58106235,0,2,Links to altEC,NA,0.811635
2011/2012,58106236,0,2,Links to altEC,NA,0.811635
2011/2012,58106250,0,1,Links to FNDDS,NA,0.812453
2011/2012,58106255,0,1,Links to FNDDS,NA,0.752054
2011/2012,58106260,0,1,Links to FNDDS,NA,0.781528
2011/2012,58106300,0,1,Links to FNDDS,NA,1.32499
2011/2012,58106305,0,1,Links to FNDDS,NA,0.866854
2011/2012,58106310,0,1,Links to FNDDS,NA,NA
2011/2012,58106320,0,2,Links to altEC,NA,0.875407
2011/2012,58106325,0,2,Links to altEC,NA,NA
2011/2012,58106330,0,1,Links to FNDDS,NA,1.081009
2011/2012,58106500,0,1,Links to FNDDS,NA,0.721032
2011/2012,58106505,0,1,Links to FNDDS,NA,0.776406
2011/2012,58106540,0,1,Links to FNDDS,NA,NA
2011/2012,58106550,0,2,Links to altEC,NA,NA
2011/2012,58106555,0,2,Links to altEC,NA,NA
2011/2012,58106560,0,1,Links to FNDDS,NA,0.768564
2011/2012,58106565,0,1,Links to FNDDS,NA,1.400514
2011/2012,58106570,0,2,Links to altEC,NA,0.683
2011/2012,58106580,0,2,Links to altEC,NA,1.119911
2011/2012,58106610,0,1,Links to FNDDS,NA,NA
2011/2012,58106620,0,1,Links to FNDDS,NA,0.875407
2011/2012,58106625,0,2,Links to altEC,NA,NA
2011/2012,58106630,0,1,Links to FNDDS,NA,1.061186
2011/2012,58106633,0,1,Links to FNDDS,NA,0.896268
2011/2012,58106635,0,2,Links to altEC,NA,0.683
2011/2012,58106640,0,1,Links to FNDDS,NA,0.800741
2011/2012,58106650,0,1,Links to FNDDS,NA,0.577822
2011/2012,58106655,0,1,Links to FNDDS,NA,0.616322
2011/2012,58106660,0,1,Links to FNDDS,NA,0.661206
2011/2012,58106700,0,1,Links to FNDDS,NA,0.638761
2011/2012,58106705,0,1,Links to FNDDS,NA,0.616199
2011/2012,58106720,0,1,Links to FNDDS,NA,0.683
2011/2012,58106725,0,2,Links to altEC,NA,0.683
2011/2012,58106730,0,1,Links to FNDDS,NA,1.119911
2011/2012,58106736,0,1,Links to FNDDS,NA,0.920105
2011/2012,58106737,0,2,Links to altEC,NA,1.061186
2011/2012,58106738,0,1,Links to FNDDS,NA,0.762882
2011/2012,58106750,0,1,Links to FNDDS,NA,1.421207
2011/2012,58106755,0,1,Links to FNDDS,NA,0.742087
2011/2012,58106760,0,1,Links to FNDDS,NA,0.692724
2011/2012,58107050,0,1,Links to FNDDS,NA,1.119172
2011/2012,58108000,0,1,Links to FNDDS,NA,1.469486
2011/2012,58108010,0,1,Links to FNDDS,NA,1.443007
2011/2012,58108050,0,2,Links to altEC,NA,0.559841
2011/2012,58110110,0,1,Links to FNDDS,NA,0.814112
2011/2012,58110120,0,1,Links to FNDDS,NA,1.055316
2011/2012,58110130,0,1,Links to FNDDS,NA,0.735829
2011/2012,58110170,0,1,Links to FNDDS,NA,0.95597
2011/2012,58110200,0,1,Links to FNDDS,NA,1.886721
2011/2012,58111110,0,1,Links to FNDDS,NA,1.101315
2011/2012,58111120,0,1,Links to FNDDS,NA,1.220618
2011/2012,58111130,0,1,Links to FNDDS,NA,0.824159
2011/2012,58111200,0,1,Links to FNDDS,NA,2.109037
2011/2012,58112510,0,1,Links to FNDDS,NA,1.867971
2011/2012,58116110,0,1,Links to FNDDS,NA,0.448805
2011/2012,58116115,0,1,Links to FNDDS,NA,1.290314
2011/2012,58116120,0,1,Links to FNDDS,NA,0.926416
2011/2012,58116130,0,1,Links to FNDDS,NA,1.250961
2011/2012,58116310,0,4,FNDDS recipe with modified SR codes,NA,0.620987
2011/2012,58117110,0,4,FNDDS recipe with modified SR codes,NA,0.317478
2011/2012,58117410,0,4,FNDDS recipe with modified SR codes,NA,0.506392
2011/2012,58120120,0,1,Links to FNDDS,NA,4.325705
2011/2012,58121510,0,1,Links to FNDDS,NA,1.011805
2011/2012,58121610,0,1,Links to FNDDS,NA,0.398454
2011/2012,58121620,0,1,Links to FNDDS,NA,0.535739
2011/2012,58122220,0,1,Links to FNDDS,NA,0.36985
2011/2012,58122310,0,1,Links to FNDDS,NA,1.150739
2011/2012,58122320,0,1,Links to FNDDS,NA,1.463871
2011/2012,58122330,0,1,Links to FNDDS,NA,1.389262
2011/2012,58123110,0,1,Links to FNDDS,NA,0.837112
2011/2012,58123120,0,2,Links to altEC,NA,0.480434
2011/2012,58124210,0,1,Links to FNDDS,NA,0.783932
2011/2012,58124250,0,1,Links to FNDDS,NA,1.825778
2011/2012,58124500,0,1,Links to FNDDS,NA,1.775175
2011/2012,58125110,0,1,Links to FNDDS,NA,1.527809
2011/2012,58125120,0,1,Links to FNDDS,NA,1.769585
2011/2012,58125180,0,1,Links to FNDDS,NA,NA
2011/2012,58126110,0,4,FNDDS recipe with modified SR codes,NA,0.833836
2011/2012,58126130,0,2,Links to altEC,NA,0.944975
2011/2012,58126150,0,1,Links to FNDDS,NA,0.874384
2011/2012,58126160,0,2,Links to altEC,NA,0.82043
2011/2012,58126180,0,1,Links to FNDDS,NA,1.09789
2011/2012,58126270,0,1,Links to FNDDS,NA,0.839528
2011/2012,58126280,0,1,Links to FNDDS,NA,0.985724
2011/2012,58126290,0,1,Links to FNDDS,NA,0.974477
2011/2012,58126300,0,1,Links to FNDDS,NA,0.9342
2011/2012,58126400,0,1,Links to FNDDS,NA,0.874507
2011/2012,58127150,0,1,Links to FNDDS,NA,1.669586
2011/2012,58127210,0,1,Links to FNDDS,NA,1.242472
2011/2012,58127310,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,58127330,0,1,Links to FNDDS,NA,0.822645
2011/2012,58127350,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,58127500,0,4,FNDDS recipe with modified SR codes,NA,0.506009
2011/2012,58128000,0,5,Modified FNDDS recipe,NA,0.389603
2011/2012,58128120,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,58128220,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,58128250,0,4,FNDDS recipe with modified SR codes,NA,0.440595
2011/2012,58130011,0,1,Links to FNDDS,NA,0.611092
2011/2012,58130013,0,1,Links to FNDDS,NA,0.261271
2011/2012,58130140,0,1,Links to FNDDS,NA,0.555879
2011/2012,58130150,0,1,Links to FNDDS,NA,0.65272
2011/2012,58130310,0,1,Links to FNDDS,NA,0.593863
2011/2012,58130320,0,2,Links to altEC,NA,0.593863
2011/2012,58131100,0,1,Links to FNDDS,NA,1.168196
2011/2012,58131110,0,5,Modified FNDDS recipe,NA,0.40058
2011/2012,58131310,0,1,Links to FNDDS,NA,0.633428
2011/2012,58131320,0,5,Modified FNDDS recipe,NA,0.457725
2011/2012,58131323,0,1,Links to FNDDS,NA,0.241295
2011/2012,58131510,0,1,Links to FNDDS,NA,0.499187
2011/2012,58131520,0,1,Links to FNDDS,NA,0.637439
2011/2012,58131523,0,1,Links to FNDDS,NA,0.253168
2011/2012,58131590,0,1,Links to FNDDS,NA,0.715357
2011/2012,58131610,0,5,Modified FNDDS recipe,NA,0.458868
2011/2012,58132110,0,4,FNDDS recipe with modified SR codes,NA,0.463226
2011/2012,58132110,207598,4,FNDDS recipe with modified SR codes,NA,0.464449
2011/2012,58132113,0,1,Links to FNDDS,NA,0.229881
2011/2012,58132310,0,4,FNDDS recipe with modified SR codes,NA,0.518643
2011/2012,58132310,207656,4,FNDDS recipe with modified SR codes,NA,0.520572
2011/2012,58132313,0,1,Links to FNDDS,NA,0.267217
2011/2012,58132340,0,4,FNDDS recipe with modified SR codes,NA,0.511197
2011/2012,58132360,0,4,FNDDS recipe with modified SR codes,NA,0.278212
2011/2012,58132713,0,1,Links to FNDDS,NA,0.252622
2011/2012,58132910,0,4,FNDDS recipe with modified SR codes,NA,0.509308
2011/2012,58132910,207571,4,FNDDS recipe with modified SR codes,NA,0.509308
2011/2012,58132910,207677,4,FNDDS recipe with modified SR codes,NA,0.511086
2011/2012,58133120,0,5,Modified FNDDS recipe,NA,0.691333
2011/2012,58134120,0,5,Modified FNDDS recipe,NA,0.595927
2011/2012,58134130,0,5,Modified FNDDS recipe,NA,0.548471
2011/2012,58134620,0,4,FNDDS recipe with modified SR codes,NA,0.496492
2011/2012,58134680,0,1,Links to FNDDS,NA,0.706587
2011/2012,58134720,0,1,Links to FNDDS,NA,0.968116
2011/2012,58136120,0,2,Links to altEC,NA,1.294576
2011/2012,58136130,0,1,Links to FNDDS,NA,1.21508
2011/2012,58136140,0,1,Links to FNDDS,NA,0.69866
2011/2012,58136160,0,1,Links to FNDDS,NA,1.294576
2011/2012,58145110,0,1,Links to FNDDS,NA,0.803989
